399,7;0,00%
400,2;-1,20%
400,6;-1,10%
401,1;-1,00%
401,6;-0,90%
402,1;-0,80%
402,6;-0,70%
403;-0,70%
403,5;-0,60%
404;-0,60%
404,5;-0,60%
405;-0,60%
405,5;-0,60%
405,9;-0,70%
406,4;-0,80%
406,9;-0,80%
407,4;-0,90%
407,9;-0,90%
408,4;-0,90%
408,8;-0,80%
409,3;-0,70%
409,8;-0,70%
410,3;-0,60%
410,8;-0,50%
411,2;-0,50%
411,7;-0,40%
412,2;-0,40%
412,7;-0,40%
413,2;-0,40%
413,7;-0,40%
414,1;-0,50%
414,6;-0,50%
415,1;-0,60%
415,6;-0,60%
416,1;-0,70%
416,5;-0,70%
417;-0,70%
417,5;-0,70%
418;-0,60%
418,5;-0,60%
419;-0,50%
419,4;-0,40%
419,9;-0,40%
420,4;-0,30%
420,9;-0,30%
421,4;-0,30%
421,9;-0,40%
422,3;-0,40%
422,8;-0,40%
423,3;-0,40%
423,8;-0,40%
424,3;-0,40%
424,7;-0,40%
425,2;-0,40%
425,7;-0,50%
426,2;-0,50%
426,7;-0,60%
427,2;-0,60%
427,6;-0,60%
428,1;-0,70%
428,6;-0,70%
429,1;-0,80%
429,6;-0,80%
430;-0,80%
430,5;-0,80%
431;-0,70%
431,5;-0,70%
432;-0,70%
432,5;-0,60%
432,9;-0,60%
433,4;-0,60%
433,9;-0,50%
434,4;-0,50%
434,9;-0,50%
435,4;-0,50%
435,8;-0,50%
436,3;-0,50%
436,8;-0,50%
437,3;-0,50%
437,8;-0,50%
438,2;-0,50%
438,7;-0,50%
439,2;-0,50%
439,7;-0,50%
440,2;-0,60%
440,7;-0,60%
441,1;-0,60%
441,6;-0,60%
442,1;-0,70%
442,6;-0,70%
443,1;-0,70%
443,5;-0,70%
444;-0,70%
444,5;-0,70%
445;-0,70%
445,5;-0,70%
446;-0,70%
446,4;-0,70%
446,9;-0,60%
447,4;-0,60%
447,9;-0,60%
448,4;-0,60%
448,9;-0,60%
449,3;-0,60%
449,8;-0,60%
450,3;-0,60%
450,8;-0,60%
451,3;-0,60%
451,7;-0,60%
452,2;-0,70%
452,7;-0,70%
453,2;-0,70%
453,7;-0,60%
454,2;-0,60%
454,6;-0,60%
455,1;-0,60%
455,6;-0,60%
456,1;-0,60%
456,6;-0,60%
457;-0,50%
457,5;-0,50%
458;-0,50%
458,5;-0,50%
459;-0,50%
459,5;-0,40%
459,9;-0,40%
460,4;-0,30%
460,9;-0,30%
461,4;-0,30%
461,9;-0,30%
462,3;-0,30%
462,8;-0,40%
463,3;-0,40%
463,8;-0,40%
464,3;-0,40%
464,8;-0,50%
465,2;-0,50%
465,7;-0,50%
466,2;-0,50%
466,7;-0,50%
467,2;-0,50%
467,7;-0,50%
468,1;-0,50%
468,6;-0,40%
469,1;-0,40%
469,6;-0,40%
470,1;-0,40%
470,5;-0,50%
471;-0,50%
471,5;-0,50%
472;-0,50%
472,5;-0,50%
473;-0,50%
473,4;-0,50%
473,9;-0,50%
474,4;-0,40%
474,9;-0,40%
475,4;-0,50%
475,8;-0,50%
476,3;-0,50%
476,8;-0,50%
477,3;-0,50%
477,8;-0,50%
478,3;-0,60%
478,7;-0,60%
479,2;-0,60%
479,7;-0,60%
480,2;-0,60%
480,7;-0,60%
481,2;-0,60%
481,6;-0,50%
482,1;-0,50%
482,6;-0,50%
