490,8;-0,70%;-0,007
491,3;-0,70%;-0,007
491,8;-0,70%;-0,007
492,2;-0,70%;-0,007
492,7;-0,70%;-0,007
493,2;-0,70%;-0,007
493,7;-0,60%;-0,006
494,2;-0,60%;-0,006
494,7;-0,60%;-0,006
495,1;-0,60%;-0,006
495,6;-0,60%;-0,006
496,1;-0,60%;-0,006
496,6;-0,70%;-0,007
497,1;-0,70%;-0,007
497,5;-0,70%;-0,007
498;-0,70%;-0,007
498,5;-0,70%;-0,007
499;-0,70%;-0,007
499,5;-0,70%;-0,007
500;-0,70%;-0,007
500,4;-0,70%;-0,007
500,9;-0,70%;-0,007
501,4;-0,60%;-0,006
501,9;-0,60%;-0,006
502,4;-0,60%;-0,006
502,8;-0,60%;-0,006
503,3;-0,60%;-0,006
503,8;-0,60%;-0,006
504,3;-0,60%;-0,006
504,8;-0,60%;-0,006
505,3;-0,60%;-0,006
505,7;-0,60%;-0,006
506,2;-0,60%;-0,006
506,7;-0,60%;-0,006
507,2;-0,60%;-0,006
507,7;-0,60%;-0,006
508,2;-0,60%;-0,006
508,6;-0,60%;-0,006
509,1;-0,60%;-0,006
509,6;-0,60%;-0,006
510,1;-0,60%;-0,006
510,6;-0,60%;-0,006
511;-0,60%;-0,006
511,5;-0,60%;-0,006
512;-0,60%;-0,006
512,5;-0,60%;-0,006
513;-0,60%;-0,006
513,5;-0,60%;-0,006
513,9;-0,60%;-0,006
514,4;-0,60%;-0,006
514,9;-0,60%;-0,006
515,4;-0,60%;-0,006
515,9;-0,60%;-0,006
516,3;-0,60%;-0,006
516,8;-0,60%;-0,006
517,3;-0,60%;-0,006
517,8;-0,60%;-0,006
518,3;-0,60%;-0,006
518,8;-0,60%;-0,006
519,2;-0,60%;-0,006
519,7;-0,60%;-0,006
520,2;-0,60%;-0,006
520,7;-0,60%;-0,006
521,2;-0,60%;-0,006
521,7;-0,60%;-0,006
522,1;-0,60%;-0,006
522,6;-0,60%;-0,006
523,1;-0,60%;-0,006
523,6;-0,60%;-0,006
524,1;-0,60%;-0,006
524,5;-0,60%;-0,006
525;-0,60%;-0,006
525,5;-0,60%;-0,006
526;-0,60%;-0,006
526,5;-0,60%;-0,006
527;-0,60%;-0,006
527,4;-0,60%;-0,006
527,9;-0,60%;-0,006
528,4;-0,60%;-0,006
528,9;-0,60%;-0,006
529,4;-0,60%;-0,006
529,8;-0,60%;-0,006
530,3;-0,60%;-0,006
530,8;-0,60%;-0,006
531,3;-0,60%;-0,006
531,8;-0,60%;-0,006
532,3;-0,60%;-0,006
532,7;-0,60%;-0,006
533,2;-0,60%;-0,006
533,7;-0,60%;-0,006
534,2;-0,60%;-0,006
534,7;-0,60%;-0,006
535,1;-0,60%;-0,006
535,6;-0,60%;-0,006
536,1;-0,50%;-0,005
536,6;-0,50%;-0,005
537,1;-0,50%;-0,005
537,6;-0,50%;-0,005
538;-0,50%;-0,005
538,5;-0,50%;-0,005
539;-0,50%;-0,005
539,5;-0,50%;-0,005
540;-0,50%;-0,005
540,5;-0,50%;-0,005
540,9;-0,50%;-0,005
541,4;-0,50%;-0,005
541,9;-0,50%;-0,005
542,4;-0,50%;-0,005
542,9;-0,50%;-0,005
543,3;-0,60%;-0,006
543,8;-0,60%;-0,006
544,3;-0,60%;-0,006
544,8;-0,60%;-0,006
545,3;-0,60%;-0,006
545,8;-0,60%;-0,006
546,2;-0,60%;-0,006
546,7;-0,60%;-0,006
547,2;-0,60%;-0,006
547,7;-0,60%;-0,006
548,2;-0,60%;-0,006
548,6;-0,60%;-0,006
549,1;-0,60%;-0,006
549,6;-0,60%;-0,006
550,1;-0,60%;-0,006
550,6;-0,60%;-0,006
551,1;-0,60%;-0,006
551,5;-0,60%;-0,006
552;-0,60%;-0,006
552,5;-0,60%;-0,006
553;-0,60%;-0,006
553,5;-0,60%;-0,006
554;-0,60%;-0,006
554,4;-0,60%;-0,006
554,9;-0,60%;-0,006
555,4;-0,60%;-0,006
555,9;-0,60%;-0,006
556,4;-0,60%;-0,006
556,8;-0,60%;-0,006
557,3;-0,60%;-0,006
557,8;-0,60%;-0,006
558,3;-0,60%;-0,006
558,8;-0,60%;-0,006
559,3;-0,60%;-0,006
559,7;-0,60%;-0,006
560,2;-0,60%;-0,006
560,7;-0,60%;-0,006
561,2;-0,60%;-0,006
561,7;-0,60%;-0,006
562,1;-0,60%;-0,006
562,6;-0,60%;-0,006
563,1;-0,70%;-0,007
563,6;-0,60%;-0,006
564,1;-0,60%;-0,006
564,6;-0,60%;-0,006
565;-0,60%;-0,006
565,5;-0,60%;-0,006
566;-0,60%;-0,006
566,5;-0,60%;-0,006
567;-0,60%;-0,006
567,5;-0,60%;-0,006
567,9;-0,60%;-0,006
568,4;-0,60%;-0,006
568,9;-0,60%;-0,006
569,4;-0,60%;-0,006
569,9;-0,60%;-0,006
570,3;-0,60%;-0,006
570,8;-0,70%;-0,007
571,3;-0,70%;-0,007
571,8;-0,70%;-0,007
572,3;-0,70%;-0,007
572,8;-0,70%;-0,007
573,2;-0,70%;-0,007
573,7;-0,70%;-0,007
574,2;-0,70%;-0,007
574,7;-0,70%;-0,007
575,2;-0,70%;-0,007
575,6;-0,70%;-0,007
576,1;-0,70%;-0,007
576,6;-0,70%;-0,007
577,1;-0,70%;-0,007
577,6;-0,70%;-0,007
578,1;-0,70%;-0,007
578,5;-0,70%;-0,007
579;-0,70%;-0,007
579,5;-0,70%;-0,007
580;-0,60%;-0,006
580,5;-0,60%;-0,006
581;-0,60%;-0,006
581,4;-0,60%;-0,006
581,9;-0,60%;-0,006
582,4;-0,60%;-0,006
582,9;-0,60%;-0,006
583,4;-0,60%;-0,006
583,8;-0,60%;-0,006
584,3;-0,60%;-0,006
584,8;-0,60%;-0,006
585,3;-0,60%;-0,006
585,8;-0,60%;-0,006
586,3;-0,60%;-0,006
586,7;-0,60%;-0,006
587,2;-0,70%;-0,007
587,7;-0,70%;-0,007
588,2;-0,70%;-0,007
588,7;-0,70%;-0,007
589,1;-0,70%;-0,007
589,6;-0,70%;-0,007
590,1;-0,70%;-0,007
590,6;-0,70%;-0,007
591,1;-0,70%;-0,007
591,6;-0,70%;-0,007
592;-0,70%;-0,007
592,5;-0,70%;-0,007
593;-0,70%;-0,007
593,5;-0,70%;-0,007
594;-0,70%;-0,007
594,5;-0,70%;-0,007
594,9;-0,70%;-0,007
595,4;-0,70%;-0,007
595,9;-0,70%;-0,007
596,4;-0,70%;-0,007
596,9;-0,70%;-0,007
597,3;-0,70%;-0,007
597,8;-0,70%;-0,007
598,3;-0,70%;-0,007
598,8;-0,70%;-0,007
599,3;-0,70%;-0,007
599,8;-0,70%;-0,007
600,2;-0,70%;-0,007
600,7;-0,70%;-0,007
601,2;-0,70%;-0,007
601,7;-0,70%;-0,007
602,2;-0,70%;-0,007
602,6;-0,70%;-0,007
603,1;-0,70%;-0,007
603,6;-0,70%;-0,007
604,1;-0,70%;-0,007
604,6;-0,70%;-0,007
605,1;-0,70%;-0,007
605,5;-0,80%;-0,008
606;-0,70%;-0,007
606,5;-0,70%;-0,007
607;-0,70%;-0,007
607,5;-0,70%;-0,007
607,9;-0,70%;-0,007
608,4;-0,70%;-0,007
608,9;-0,70%;-0,007
609,4;-0,70%;-0,007
609,9;-0,70%;-0,007
610,4;-0,70%;-0,007
610,8;-0,70%;-0,007
611,3;-0,70%;-0,007
611,8;-0,70%;-0,007
612,3;-0,70%;-0,007
612,8;-0,70%;-0,007
613,3;-0,70%;-0,007
613,7;-0,70%;-0,007
614,2;-0,70%;-0,007
614,7;-0,70%;-0,007
615,2;-0,70%;-0,007
615,7;-0,70%;-0,007
616,1;-0,70%;-0,007
616,6;-0,70%;-0,007
617,1;-0,70%;-0,007
617,6;-0,70%;-0,007
618,1;-0,70%;-0,007
618,6;-0,70%;-0,007
619;-0,70%;-0,007
619,5;-0,70%;-0,007
620;-0,70%;-0,007
620,5;-0,70%;-0,007
621;-0,70%;-0,007
621,4;-0,80%;-0,008
621,9;-0,80%;-0,008
622,4;-0,80%;-0,008
622,9;-0,80%;-0,008
623,4;-0,80%;-0,008
623,9;-0,80%;-0,008
624,3;-0,80%;-0,008
624,8;-0,80%;-0,008
625,3;-0,80%;-0,008
625,8;-0,80%;-0,008
626,3;-0,80%;-0,008
626,8;-0,80%;-0,008
627,2;-0,80%;-0,008
627,7;-0,80%;-0,008
628,2;-0,70%;-0,007
628,7;-0,70%;-0,007
629,2;-0,70%;-0,007
629,6;-0,70%;-0,007
630,1;-0,70%;-0,007
630,6;-0,70%;-0,007
631,1;-0,70%;-0,007
631,6;-0,70%;-0,007
632,1;-0,70%;-0,007
632,5;-0,70%;-0,007
633;-0,70%;-0,007
633,5;-0,70%;-0,007
634;-0,70%;-0,007
634,5;-0,70%;-0,007
634,9;-0,70%;-0,007
635,4;-0,80%;-0,008
635,9;-0,80%;-0,008
636,4;-0,70%;-0,007
636,9;-0,70%;-0,007
637,4;-0,70%;-0,007
637,8;-0,70%;-0,007
638,3;-0,70%;-0,007
638,8;-0,70%;-0,007
639,3;-0,70%;-0,007
639,8;-0,70%;-0,007
640,3;-0,70%;-0,007
640,7;-0,70%;-0,007
641,2;-0,70%;-0,007
641,7;-0,70%;-0,007
642,2;-0,70%;-0,007
642,7;-0,70%;-0,007
643,1;-0,70%;-0,007
643,6;-0,70%;-0,007
644,1;-0,70%;-0,007
644,6;-0,70%;-0,007
645,1;-0,70%;-0,007
645,6;-0,70%;-0,007
646;-0,70%;-0,007
646,5;-0,70%;-0,007
647;-0,70%;-0,007
647,5;-0,70%;-0,007
648;-0,70%;-0,007
648,4;-0,70%;-0,007
648,9;-0,70%;-0,007
649,4;-0,70%;-0,007
649,9;-0,70%;-0,007
650,4;-0,70%;-0,007
650,9;-0,70%;-0,007
651,3;-0,70%;-0,007
651,8;-0,70%;-0,007
652,3;-0,70%;-0,007
652,8;-0,70%;-0,007
653,3;-0,70%;-0,007
653,8;-0,70%;-0,007
654,2;-0,70%;-0,007
654,7;-0,70%;-0,007
655,2;-0,70%;-0,007
655,7;-0,70%;-0,007
656,2;-0,70%;-0,007
656,6;-0,70%;-0,007
657,1;-0,70%;-0,007
657,6;-0,70%;-0,007
658,1;-0,70%;-0,007
658,6;-0,70%;-0,007
659,1;-0,70%;-0,007
659,5;-0,70%;-0,007
660;-0,70%;-0,007
660,5;-0,70%;-0,007
661;-0,70%;-0,007
661,5;-0,70%;-0,007
661,9;-0,70%;-0,007
662,4;-0,70%;-0,007
662,9;-0,70%;-0,007
663,4;-0,60%;-0,006
663,9;-0,60%;-0,006
664,4;-0,60%;-0,006
664,8;-0,70%;-0,007
665,3;-0,70%;-0,007
665,8;-0,70%;-0,007
666,3;-0,70%;-0,007
666,8;-0,70%;-0,007
667,2;-0,60%;-0,006
667,7;-0,60%;-0,006
668,2;-0,50%;-0,005
668,7;-0,50%;-0,005
669,2;-0,50%;-0,005
669,7;-0,50%;-0,005
670,1;-0,50%;-0,005
670,6;-0,50%;-0,005
671,1;-0,50%;-0,005
671,6;-0,60%;-0,006
672,1;-0,60%;-0,006
672,6;-0,60%;-0,006
673;-0,60%;-0,006
673,5;-0,60%;-0,006
674;-0,60%;-0,006
674,5;-0,60%;-0,006
675;-0,60%;-0,006
675,4;-0,50%;-0,005
675,9;-0,50%;-0,005
676,4;-0,50%;-0,005
676,9;-0,50%;-0,005
677,4;-0,50%;-0,005
677,9;-0,50%;-0,005
678,3;-0,50%;-0,005
678,8;-0,50%;-0,005
679,3;-0,50%;-0,005
679,8;-0,50%;-0,005
680,3;-0,50%;-0,005
680,7;-0,50%;-0,005
681,2;-0,50%;-0,005
681,7;-0,40%;-0,004
682,2;-0,40%;-0,004
682,7;-0,40%;-0,004
683,2;-0,40%;-0,004
683,6;-0,40%;-0,004
684,1;-0,40%;-0,004
684,6;-0,40%;-0,004
685,1;-0,40%;-0,004
685,6;-0,40%;-0,004
686,1;-0,40%;-0,004
686,5;-0,40%;-0,004
687;-0,40%;-0,004
687,5;-0,40%;-0,004
688;-0,40%;-0,004
688,5;-0,40%;-0,004
688,9;-0,30%;-0,003
689,4;-0,30%;-0,003
689,9;-0,30%;-0,003
690,4;-0,30%;-0,003
690,9;-0,30%;-0,003
691,4;-0,30%;-0,003
691,8;-0,30%;-0,003
692,3;-0,20%;-0,002
692,8;-0,20%;-0,002
693,3;-0,20%;-0,002
693,8;-0,20%;-0,002
694,2;-0,20%;-0,002
694,7;-0,20%;-0,002
695,2;-0,10%;-0,001
695,7;-0,10%;-0,001
696,2;-0,10%;-0,001
696,7;-0,10%;-0,001
697,1;0,00%;0
697,6;0,00%;0
698,1;0,00%;0
698,6;0,10%;0,001
699,1;0,10%;0,001
699,6;0,20%;0,002
700;0,20%;0,002
700,5;0,30%;0,003
701;0,30%;0,003
701,5;0,40%;0,004
702;0,50%;0,005
702,4;0,50%;0,005
702,9;0,60%;0,006
703,4;0,70%;0,007
703,9;0,80%;0,008
704,4;0,90%;0,009
704,9;1,00%;0,01
705,3;1,10%;0,011
705,8;1,20%;0,012
706,3;1,30%;0,013
706,8;1,50%;0,015
707,3;1,60%;0,016
707,7;1,80%;0,018
708,2;2,00%;0,02
708,7;2,20%;0,022
709,2;2,40%;0,024
709,7;2,60%;0,026
710,2;2,90%;0,029
710,6;3,20%;0,032
711,1;3,50%;0,035
711,6;3,90%;0,039
712,1;4,30%;0,043
712,6;4,80%;0,048
713,1;5,40%;0,054
713,5;6,00%;0,06
714;6,80%;0,068
714,5;7,70%;0,077
715;8,80%;0,088
715,5;10,00%;0,1
715,9;11,50%;0,115
716,4;13,00%;0,13
716,9;14,70%;0,147
717,4;16,30%;0,163
717,9;17,60%;0,176
718,4;18,40%;0,184
718,8;18,70%;0,187
719,3;18,20%;0,182
719,8;17,20%;0,172
720,3;15,80%;0,158
720,8;14,10%;0,141
721,2;12,40%;0,124
721,7;10,80%;0,108
722,2;9,50%;0,095
722,7;8,40%;0,084
723,2;7,50%;0,075
723,7;6,90%;0,069
724,1;6,50%;0,065
724,6;6,30%;0,063
725,1;6,30%;0,063
725,6;6,40%;0,064
726,1;6,60%;0,066
726,5;7,10%;0,071
727;7,80%;0,078
727,5;8,60%;0,086
728;9,50%;0,095
728,5;10,40%;0,104
729;11,20%;0,112
729,4;11,70%;0,117
729,9;11,80%;0,118
730,4;11,40%;0,114
730,9;10,60%;0,106
731,4;9,50%;0,095
731,9;8,20%;0,082
732,3;6,80%;0,068
732,8;5,50%;0,055
733,3;4,40%;0,044
733,8;3,50%;0,035
734,3;2,70%;0,027
734,7;2,20%;0,022
735,2;1,70%;0,017
735,7;1,40%;0,014
736,2;1,20%;0,012
736,7;1,00%;0,01
737,2;0,80%;0,008
737,6;0,70%;0,007
738,1;0,60%;0,006
738,6;0,50%;0,005
739,1;0,40%;0,004
739,6;0,30%;0,003
740;0,30%;0,003
740,5;0,20%;0,002
741;0,20%;0,002
741,5;0,10%;0,001
742;0,10%;0,001
742,5;0,10%;0,001
742,9;0,00%;0
743,4;0,00%;0
743,9;0,00%;0
744,4;0,00%;0
744,9;-0,10%;-0,001
745,4;-0,10%;-0,001
745,8;-0,10%;-0,001
746,3;-0,10%;-0,001
746,8;-0,10%;-0,001
747,3;-0,20%;-0,002
747,8;-0,20%;-0,002
748,2;-0,20%;-0,002
748,7;-0,20%;-0,002
749,2;-0,20%;-0,002
749,7;-0,20%;-0,002
750,2;-0,30%;-0,003
750,7;-0,30%;-0,003
751,1;-0,30%;-0,003
751,6;-0,30%;-0,003
752,1;-0,30%;-0,003
752,6;-0,30%;-0,003
753,1;-0,40%;-0,004
753,5;-0,40%;-0,004
754;-0,40%;-0,004
754,5;-0,40%;-0,004
755;-0,40%;-0,004
755,5;-0,40%;-0,004
756;-0,40%;-0,004
756,4;-0,40%;-0,004
756,9;-0,40%;-0,004
757,4;-0,40%;-0,004
757,9;-0,40%;-0,004
758,4;-0,40%;-0,004
758,9;-0,50%;-0,005
759,3;-0,50%;-0,005
759,8;-0,50%;-0,005
760,3;-0,50%;-0,005
760,8;-0,50%;-0,005
761,3;-0,50%;-0,005
761,7;-0,50%;-0,005
762,2;-0,50%;-0,005
762,7;-0,50%;-0,005
763,2;-0,50%;-0,005
763,7;-0,50%;-0,005
764,2;-0,50%;-0,005
764,6;-0,50%;-0,005
765,1;-0,50%;-0,005
765,6;-0,50%;-0,005
766,1;-0,50%;-0,005
766,6;-0,50%;-0,005
767;-0,50%;-0,005
767,5;-0,50%;-0,005
768;-0,50%;-0,005
768,5;-0,50%;-0,005
769;-0,50%;-0,005
769,5;-0,50%;-0,005
769,9;-0,50%;-0,005
770,4;-0,50%;-0,005
770,9;-0,50%;-0,005
771,4;-0,50%;-0,005
771,9;-0,50%;-0,005
772,4;-0,60%;-0,006
772,8;-0,60%;-0,006
773,3;-0,60%;-0,006
773,8;-0,60%;-0,006
774,3;-0,60%;-0,006
774,8;-0,60%;-0,006
775,2;-0,60%;-0,006
775,7;-0,60%;-0,006
776,2;-0,60%;-0,006
776,7;-0,60%;-0,006
777,2;-0,60%;-0,006
777,7;-0,60%;-0,006
778,1;-0,60%;-0,006
778,6;-0,60%;-0,006
779,1;-0,60%;-0,006
779,6;-0,60%;-0,006
780,1;-0,60%;-0,006
780,5;-0,60%;-0,006
781;-0,60%;-0,006
781,5;-0,60%;-0,006
782;-0,60%;-0,006
782,5;-0,60%;-0,006
783;-0,60%;-0,006
783,4;-0,60%;-0,006
783,9;-0,60%;-0,006
784,4;-0,60%;-0,006
784,9;-0,60%;-0,006
785,4;-0,60%;-0,006
785,9;-0,60%;-0,006
786,3;-0,60%;-0,006
786,8;-0,60%;-0,006
787,3;-0,60%;-0,006
787,8;-0,60%;-0,006
788,3;-0,60%;-0,006
788,7;-0,60%;-0,006
789,2;-0,60%;-0,006
789,7;-0,60%;-0,006
790,2;-0,60%;-0,006
790,7;-0,60%;-0,006
791,2;-0,60%;-0,006
791,6;-0,60%;-0,006
792,1;-0,60%;-0,006
792,6;-0,60%;-0,006
793,1;-0,60%;-0,006
793,6;-0,60%;-0,006
794;-0,60%;-0,006
794,5;-0,60%;-0,006
795;-0,60%;-0,006
795,5;-0,60%;-0,006
796;-0,60%;-0,006
796,5;-0,60%;-0,006
796,9;-0,60%;-0,006
797,4;-0,60%;-0,006
797,9;-0,60%;-0,006
798,4;-0,70%;-0,007
798,9;-0,70%;-0,007
799,3;-0,70%;-0,007
799,8;-0,70%;-0,007
800,3;-0,70%;-0,007
800,8;-0,70%;-0,007
801,3;-0,70%;-0,007
801,8;-0,60%;-0,006
802,2;-0,60%;-0,006
802,7;-0,60%;-0,006
803,2;-0,60%;-0,006
803,7;-0,60%;-0,006
804,2;-0,60%;-0,006
804,7;-0,60%;-0,006
805,1;-0,60%;-0,006
805,6;-0,60%;-0,006
806,1;-0,60%;-0,006
806,6;-0,60%;-0,006
807,1;-0,60%;-0,006
807,5;-0,60%;-0,006
808;-0,60%;-0,006
808,5;-0,60%;-0,006
809;-0,70%;-0,007
809,5;-0,70%;-0,007
810;-0,70%;-0,007
810,4;-0,70%;-0,007
810,9;-0,70%;-0,007
811,4;-0,70%;-0,007
811,9;-0,70%;-0,007
812,4;-0,70%;-0,007
812,8;-0,70%;-0,007
813,3;-0,70%;-0,007
813,8;-0,70%;-0,007
814,3;-0,70%;-0,007
814,8;-0,70%;-0,007
815,3;-0,70%;-0,007
815,7;-0,70%;-0,007
816,2;-0,70%;-0,007
816,7;-0,70%;-0,007
817,2;-0,70%;-0,007
817,7;-0,70%;-0,007
818,2;-0,70%;-0,007
818,6;-0,70%;-0,007
819,1;-0,70%;-0,007
819,6;-0,70%;-0,007
820,1;-0,70%;-0,007
820,6;-0,70%;-0,007
821;-0,70%;-0,007
821,5;-0,70%;-0,007
822;-0,70%;-0,007
822,5;-0,70%;-0,007
823;-0,70%;-0,007
823,5;-0,70%;-0,007
823,9;-0,70%;-0,007
824,4;-0,70%;-0,007
824,9;-0,70%;-0,007
825,4;-0,70%;-0,007
825,9;-0,70%;-0,007
826,3;-0,70%;-0,007
826,8;-0,70%;-0,007
827,3;-0,70%;-0,007
827,8;-0,70%;-0,007
828,3;-0,70%;-0,007
828,8;-0,70%;-0,007
829,2;-0,70%;-0,007
829,7;-0,70%;-0,007
830,2;-0,70%;-0,007
830,7;-0,70%;-0,007
831,2;-0,70%;-0,007
831,7;-0,80%;-0,008
832,1;-0,80%;-0,008
832,6;-0,80%;-0,008
833,1;-0,80%;-0,008
833,6;-0,70%;-0,007
834,1;-0,70%;-0,007
834,5;-0,70%;-0,007
835;-0,70%;-0,007
835,5;-0,70%;-0,007
836;-0,70%;-0,007
836,5;-0,70%;-0,007
837;-0,70%;-0,007
837,4;-0,70%;-0,007
837,9;-0,70%;-0,007
838,4;-0,70%;-0,007
838,9;-0,70%;-0,007
839,4;-0,70%;-0,007
839,8;-0,70%;-0,007
840,3;-0,70%;-0,007
840,8;-0,70%;-0,007
841,3;-0,70%;-0,007
841,8;-0,70%;-0,007
842,3;-0,80%;-0,008
842,7;-0,80%;-0,008
843,2;-0,80%;-0,008
843,7;-0,80%;-0,008
844,2;-0,80%;-0,008
844,7;-0,80%;-0,008
845,2;-0,80%;-0,008
845,6;-0,80%;-0,008
846,1;-0,80%;-0,008
846,6;-0,80%;-0,008
847,1;-0,80%;-0,008
847,6;-0,80%;-0,008
848;-0,80%;-0,008
848,5;-0,80%;-0,008
849;-0,80%;-0,008
849,5;-0,80%;-0,008
850;-0,80%;-0,008
850,5;-0,80%;-0,008
850,9;-0,80%;-0,008
851,4;-0,80%;-0,008
851,9;-0,80%;-0,008
852,4;-0,80%;-0,008
852,9;-0,80%;-0,008
853,3;-0,80%;-0,008
853,8;-0,80%;-0,008
854,3;-0,80%;-0,008
854,8;-0,80%;-0,008
855,3;-0,80%;-0,008
855,8;-0,80%;-0,008
856,2;-0,80%;-0,008
856,7;-0,80%;-0,008
857,2;-0,80%;-0,008
857,7;-0,80%;-0,008
858,2;-0,80%;-0,008
858,7;-0,80%;-0,008
859,1;-0,80%;-0,008
859,6;-0,80%;-0,008
860,1;-0,80%;-0,008
860,6;-0,80%;-0,008
861,1;-0,80%;-0,008
861,5;-0,80%;-0,008
862;-0,80%;-0,008
